2025-06-13 19:20:56,25.35,38.31
2025-06-13 19:23:18,25.35,38.09
2025-06-13 19:25:46,25.90,37.66
2025-06-13 20:25:23,24.64,36.95
2025-06-13 21:25:02,24.06,39.49
2025-06-13 22:24:40,23.16,42.67
2000-01-01 10:19:50,nan,nan
2000-01-01 11:19:42,nan,nan
2000-01-01 12:19:38,nan,nan
2000-01-01 13:19:19,nan,nan
2000-01-01 14:19:08,nan,nan
2000-01-01 15:19:07,nan,nan
2000-01-01 16:18:49,nan,nan
2000-01-01 17:18:23,nan,nan
2000-01-01 18:18:04,nan,nan
2000-01-01 19:17:43,nan,nan
2000-01-01 20:17:30,nan,nan
2000-01-01 21:17:13,nan,nan
2000-01-01 22:16:55,nan,nan
2000-01-01 23:16:36,nan,nan
2000-01-02 00:16:12,nan,nan
2000-01-02 01:15:49,nan,nan
2000-01-02 02:15:34,nan,nan
2000-01-02 03:15:16,nan,nan
2000-01-02 04:14:54,nan,nan
2000-01-02 05:14:36,nan,nan
2000-01-02 06:14:15,nan,nan
2000-01-02 07:13:56,nan,nan
2000-01-02 08:13:38,nan,nan
2000-01-02 09:13:26,nan,nan
2000-01-02 10:13:18,nan,nan
2000-01-02 11:13:05,nan,nan
2000-01-02 12:12:56,nan,nan
2000-01-02 13:12:43,nan,nan
2000-01-02 14:12:27,nan,nan
2000-01-02 15:12:08,nan,nan
2000-01-02 16:11:57,nan,nan
2000-01-02 17:11:37,nan,nan
2000-01-02 18:11:19,nan,nan
2000-01-02 19:10:59,nan,nan
2000-01-02 20:10:41,nan,nan
2000-01-02 21:10:27,nan,nan
2000-01-02 22:10:06,nan,nan
2000-01-02 23:09:55,nan,nan
2000-01-03 00:09:41,nan,nan
2000-01-03 01:09:25,nan,nan
2000-01-03 02:09:07,nan,nan
2000-01-03 03:08:52,nan,nan
2000-01-03 04:08:34,nan,nan
2000-01-03 05:08:18,nan,nan
2000-01-03 06:08:05,nan,nan
2000-01-03 07:07:50,nan,nan
2000-01-03 08:07:30,nan,nan
2000-01-03 09:07:15,nan,nan
2000-01-03 10:06:57,nan,nan
2000-01-03 11:06:42,nan,nan
2000-01-03 12:06:28,nan,nan
2000-01-03 13:06:12,nan,nan
2000-01-03 14:05:58,nan,nan
2000-01-03 15:05:53,nan,nan
2000-01-03 16:05:24,nan,nan
2000-01-03 17:05:00,nan,nan
2000-01-03 18:04:41,nan,nan
2000-01-03 19:04:24,nan,nan
2000-01-03 20:04:03,nan,nan
2000-01-03 21:03:44,nan,nan
2000-01-03 22:03:21,nan,nan
2000-01-03 23:02:58,nan,nan
2000-01-04 00:02:39,nan,nan
2000-01-04 01:02:20,nan,nan
2000-01-04 02:02:13,nan,nan
2000-01-04 03:01:58,nan,nan
2000-01-04 04:01:44,nan,nan
2000-01-04 05:01:26,nan,nan
2000-01-04 06:01:09,nan,nan
2000-01-04 07:00:52,nan,nan
2000-01-04 08:00:32,nan,nan
2000-01-04 09:00:15,nan,nan
2000-01-04 09:59:56,nan,nan
2000-01-04 10:59:42,nan,nan
2000-01-04 11:59:30,nan,nan
2000-01-04 12:59:22,nan,nan
2000-01-04 13:59:04,nan,nan
2000-01-04 14:58:56,nan,nan
2000-01-04 15:58:41,nan,nan
2000-01-04 16:58:13,nan,nan
2000-01-04 17:57:52,nan,nan
2000-01-04 18:57:36,nan,nan
2000-01-04 19:57:17,nan,nan
2000-01-04 20:57:00,nan,nan
2000-01-04 21:56:38,nan,nan
2000-01-04 22:56:13,nan,nan
2000-01-04 23:55:53,nan,nan
2000-01-05 00:55:30,nan,nan
2000-01-05 01:55:09,nan,nan
2000-01-05 02:54:48,nan,nan
2000-01-05 03:54:29,nan,nan
2000-01-05 04:54:10,nan,nan
2000-01-05 05:53:50,nan,nan
2000-01-05 06:53:30,nan,nan
2000-01-05 07:53:13,nan,nan
2000-01-05 08:52:56,nan,nan
2000-01-05 09:52:50,nan,nan
2000-01-05 10:52:41,nan,nan
2000-01-05 11:52:31,nan,nan
2000-01-05 12:52:26,nan,nan
2000-01-05 13:52:08,nan,nan
2000-01-05 14:51:58,nan,nan
2000-01-05 15:51:56,nan,nan
2000-01-05 16:51:33,nan,nan
2000-01-05 17:51:11,nan,nan
2000-01-05 18:50:49,nan,nan
2000-01-05 19:50:29,nan,nan
2000-01-05 20:50:07,nan,nan
2000-01-05 21:49:45,nan,nan
2000-01-05 22:49:23,nan,nan
2000-01-05 23:48:58,nan,nan
2000-01-06 00:48:35,nan,nan
2000-01-06 01:48:12,nan,nan
2000-01-06 02:47:53,nan,nan
2000-01-06 03:47:32,nan,nan
2000-01-06 04:47:13,nan,nan
2000-01-06 05:46:52,nan,nan
2000-01-06 06:46:33,nan,nan
2000-01-06 07:46:16,nan,nan
2000-01-06 08:46:06,nan,nan
2000-01-06 09:45:57,nan,nan
2000-01-06 10:45:45,nan,nan
2000-01-06 11:45:33,nan,nan
2000-01-06 12:45:24,nan,nan
2000-01-06 13:45:06,nan,nan
2000-01-06 14:44:55,nan,nan
2000-01-06 15:45:00,nan,nan
2000-01-06 16:44:33,nan,nan
2000-01-06 17:44:11,nan,nan
2000-01-06 18:43:50,nan,nan
2000-01-06 19:43:29,nan,nan
2000-01-06 20:43:10,nan,nan
2000-01-06 21:42:54,nan,nan
2000-01-06 22:42:38,nan,nan
2000-01-06 23:42:21,nan,nan
2000-01-07 00:41:58,nan,nan
2000-01-07 01:41:37,nan,nan
